,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid,E_Grid
1/1/1990 15:00,,74053450.65,75486742.76,80124828.64,76942483.36,61353927.05,77399821.28,79270116.58,76607006.4,46839686.07,54851004.7,75951401.61,55855838.89,77344300.65,76246979.41,84006355.84,75899252.68,77935247.49,76642126.77,23907201.52,76580459.95,22354528.1,68277358.25,80649641.66,50312349.3,78594191.62,83580710.98,
1/1/1990 16:00,,30065936.5,25082010.37,32427026.58,31170210.37,25577899.71,24424380.11,32275072.13,30750079.36,21120396.96,10064961.7,30318380.62,10923459.51,31763216.25,30626532.32,33527142.08,30585768.42,25983312.95,31193771.93,12936868.07,30723939.34,28235073.45,29344311.36,33267578.4,14506613.46,32349483.13,33889153.87,
1/1/1990 17:00,,873956.781,-370517.889,887106.843,905307.455,-370517.889,1285997.676,1221851.771,1150985.832,1093997.055,878032.777,1225991.339,509220.779,881516.47,881107.831,937596.325,1165452.362,-370517.889,1196114.208,1279186.694,1212287.328,1181305.586,1195730.589,934088.115,-370517.889,899292.138,924177.796,
1/1/1990 18:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/1/1990 19:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/1/1990 20:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/1/1990 21:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/1/1990 22:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/1/1990 23:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/2/1990 0:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/2/1990 1:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/2/1990 2:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/2/1990 3:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/2/1990 4:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/2/1990 5:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/2/1990 6:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/2/1990 7:00,,-370517.889,-370517.889,968719.594,-370517.889,761200.093,956864.081,907484.905,890142.107,-370517.889,874122.312,1313268.18,-370517.889,1371816.759,890167.464,1417537.695,1324833.857,1382561.017,1365959.159,1332118.76,1289811.939,620732.087,1291499.999,1400784.526,970029.895,981594.913,1043363.918,
1/2/1990 8:00,,12745294.97,7690906.498,35288633.34,7979463.267,20548249.77,32564692.86,34457001.9,32199225.04,6048952.523,32369622.13,32561001.89,12905906.95,34140338.5,32814510.01,35558829.63,33230160.65,34920989.64,33335156,30932666.46,32250647.65,24409925.52,31703922.38,35472952.8,33259835.67,26923759.93,37192871.48,
1/2/1990 9:00,,50787253.61,20984615.53,84362220.41,28441376.08,76519320.27,49839829.49,83945082.37,79443204,10199054.17,79646410.72,78734049.03,61486865.03,82545504.18,80785570.44,86836149.02,80539346.63,84166678.41,82868650.96,80166091.83,79506608.56,80014528.24,80452061.83,85867247.41,81983713.64,62617203.77,88430928.04,
1/2/1990 10:00,,73177508.82,33323062.81,81092916.3,15736328.41,62791681.44,49891034.72,81033541.91,77421312.19,68629043.56,77844961.93,77821989.34,63279251.14,80626259.72,79310702.24,84405544.34,79369129.29,82683770.69,80538872.94,80011938.3,78661192.18,76619803.03,70808385.5,83942435.74,80515596.62,80498770.56,85542607.76,
1/2/1990 11:00,,70781443.36,42177089.27,76366220.91,53847969.55,58069107.84,66588825.61,76319351.63,72827313.02,72383820.61,71459686.05,73392013.68,72687536.28,75499407.95,74500714.35,78702615.14,74398592.8,77775689.45,75175661.82,76301046.31,74833049.92,38200899.5,74047427.71,78519359.31,75757485.34,75672262.16,80228078.32,
1/2/1990 12:00,,67767357.06,65624618.74,73203074.51,40576710.75,71560883.97,69259360.34,73101114.51,69594265.35,69003705.74,69186938.09,70122667.88,71123675.39,71893622.39,71879219.46,74127992.55,71143242.68,74376986.1,71279031.99,73209372.2,71616099.66,48223243.69,71187847.93,74723027.46,72687504.79,72068591.72,76830057.02,
1/2/1990 13:00,,69966913.66,71309402.61,75583012.02,30235471.47,74998946.53,66281906.97,75615114.29,61929630.97,71527153.65,68743417.14,72297901.97,73308257.26,74099194.14,74315257.44,66007153.4,73450074.74,76777347.24,73446837.1,75363735.95,73944357.84,60793886.99,73391524.82,76867682.59,75225987.5,70405538.41,79114993.4,
1/2/1990 14:00,,73244484.31,73712914.65,78744975.33,16031891.95,77616951.23,75504308.23,79003097.02,75680392.76,66484472.58,71048792.59,75265475.78,77236620.22,77176440.87,78253070.79,77221487.54,76101140.25,80021939.25,76407617.6,77207422.18,76968698.59,40943778.48,76092184.82,80272871.18,78728218.65,74197541.52,82666862.08,
1/2/1990 15:00,,73011029.45,71413105.24,80436154.8,37014107.8,77222547.5,60727411.66,78633402.65,75928753.17,25702047.69,72917640.32,74997824.77,76569462.02,76825357.74,78990378.84,74315702.82,75907754.89,79990343.05,75992651.06,74176374.2,76260581.79,14226667.94,75831160.55,80085192.69,78452045.99,74853301.87,83746753.72,
1/2/1990 16:00,,30403187.42,29103163.81,34257058.23,15967026.85,33128258.75,13723926.8,32896219.43,31686452.31,5027838.687,26766508.05,31997148.33,30695342.03,32936532.49,33274261.23,34327306.95,31990914.12,34409958.66,31881874.57,31303283.34,32379616.04,5622926.481,32326632.4,34334312.44,33584994.38,28448558.26,35382454.97,
1/2/1990 17:00,,897614.583,1200176.487,979611.791,1148617.777,1301760.267,-370517.889,1300577.439,913407.57,-370517.889,502334.583,981066.588,1177399.443,1296401.391,1298043.355,1013605.157,1270497.754,1324111.155,1342892.405,1367667.832,1304130.159,-370517.889,1359591.111,1039697.559,1004490.567,992988.39,1011592.526,
1/2/1990 18:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/2/1990 19:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/2/1990 20:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/2/1990 21:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/2/1990 22:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/2/1990 23:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/3/1990 0:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/3/1990 1:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/3/1990 2:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/3/1990 3:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/3/1990 4:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/3/1990 5:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/3/1990 6:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/3/1990 7:00,,-370517.889,1196931.576,1030386.14,1030597.415,867911.911,1275024.895,892261.955,-370517.889,-370517.889,852550.905,887150.665,-370517.889,1277996.478,1295866.757,907681.649,1263310.056,1369233.594,1283666.41,1329775.623,1261291.206,1223560.536,1270519.27,1400294.485,1373807.836,904526.55,1042142.996,
1/3/1990 8:00,,14392799.76,19894163.22,35609693.76,35458554.1,33512927.91,31962853.95,33665142.22,16474184.86,5773571.282,32820857.46,32747936.68,26448870.31,32168252.94,33840521.09,34355804.62,32206422.72,34699622.3,33306575.19,33984956.75,31874018.69,31192274.26,28041520.91,35176699.78,33570993.76,33434757.33,36601221.83,
1/3/1990 9:00,,66518590.07,58627140.33,85964846.53,85496866.4,82285626.52,56480470.76,82387295.64,76536956.11,15055113.22,76672799.66,79007334.56,75343914.64,78626757.75,83186532.73,84466380.65,78286907.04,83593927.86,81686453.89,82656073.3,79535803.28,39989903.61,50757586.31,85706397.32,83041938.62,80264310.34,87959843.33,
1/3/1990 10:00,,28129689.04,77267824.78,83355482.42,82926327.23,78021041.42,57843743.57,80448190.2,72784164.22,19265730.66,79642318.79,77980955.94,75523463.63,77736653.28,80721810.58,82615003,77416797.96,82027160.39,80021871.07,81560888.69,78506002.52,42890231.28,71344136.87,83651285.38,81398790.41,72501781.1,84437150.53,
1/3/1990 11:00,,20104722.31,57441213.17,78091424.94,78389029.48,76144869.25,72782472.27,75788652.03,52776924,28933331.75,75536557.27,73676612.32,50410709.22,73581526.96,76015997.14,77463769.59,73314384.51,76803278.79,75185712.79,76236850.43,74196690.43,71253304.82,64987195.9,78263311.59,75839690.97,66631584.63,78951295.8,
1/3/1990 12:00,,24380824.18,48846266.04,75141146.81,75423923.19,73048080.29,62901723.74,72291514.76,38618303.07,32432940.02,72615448.19,70368438.16,56962063.68,70105827.03,72512000.81,73913785.45,69884228.47,73195420.06,71730403.42,72422712.03,70966633.32,64696161.93,58091394.69,74924511.28,72527528.06,71435111.14,75503092.68,
1/3/1990 13:00,,20975727.52,55971776.66,77551755.9,77740631.79,75547330.8,51581706.13,74368475.83,28768016.5,21389833.62,75302947.1,72322479.2,70635533.54,71238625.48,74603571.18,76134282.95,52681538.29,75160092.59,73620868.48,74539512.33,73063974.12,68624318.03,47340355.73,76982005.44,74670702.08,73644833.35,77660270.84,
1/3/1990 14:00,,12104196.19,47059805.59,81695157.24,81533341.21,78786559.26,52394861.67,77381861.84,14559658.34,13345080.95,78939948.41,74568673.85,38190424.97,51975658.58,77513744.84,79527982.55,43720467.93,78040006.54,77056608.99,77876059.44,75689438.47,35423912.45,21849878.82,80389775.52,78343422.09,76980845.53,81816013.63,
1/3/1990 15:00,,9246160.446,63533030.54,83348297.95,83242634.49,78988110.92,33352457.82,77437240.69,21661433.97,9411948.555,78625491.88,73110614.94,29985427.05,39361803.47,76420871.03,79140946.43,31936251.58,77848044.37,76940706.6,77780436.44,70842039.43,12231361.19,45283736,79243141.62,78450799.1,76813735.59,82841740.21,
1/3/1990 16:00,,4464000.147,21685797.89,35913518.86,36137474.65,34561549.26,21234156.94,32430028.17,15904045.24,1911915.313,34268962.06,31080593.23,9885527.813,10852064.63,32154483.45,34299179.5,31895831.85,33128439.17,32304689.28,33590787.52,32596914.07,10358377.09,14948288.48,34404251.54,33314242.02,28164156.34,35884184.39,
1/3/1990 17:00,,-370517.889,1276972.46,1088843.526,981567.19,1404088.097,1356194.93,1401317.504,-370517.889,-370517.889,1075333.871,1338400.302,-370517.889,-370517.889,1468680.569,1452560.2,1314353.26,1432481.888,1459546.224,1400707.878,1001967.481,-370517.889,-370517.889,1470298.31,1033685.974,1091310.14,1100017.138,
1/3/1990 18:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/3/1990 19:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/3/1990 20:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/3/1990 21:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/3/1990 22:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/3/1990 23:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/4/1990 0:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/4/1990 1:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/4/1990 2:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/4/1990 3:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/4/1990 4:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/4/1990 5:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/4/1990 6:00,,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,-370517.889,
1/4/1990 7:00,,1249637.111,865835.029,1035085.237,896593.978,873118.97,882945.292,881610.114,-370517.889,-370517.889,1017963.854,886992.182,-370517.889,-370517.889,1286932.404,1300366.77,1262958.227,1286095.391,-370517.889,1318193.871,-370517.889,1271645.726,-370517.889,1441327.34,1297375.222,896553.9,896215.118,
1/4/1990 8:00,,26004619.26,32131142.84,36287863.73,35908802.14,33664669.36,33195135.92,33483621.68,12676145.7,3353183.472,34504167.2,33068271.88,4777824.759,4777824.759,33456713.46,32444702.32,34094772.95,32299481.99,10200036.7,34410388.91,5625620.514,32590540.71,27681425.21,35108759.16,33805812.62,33954589.56,34079287.08,
